"study","country","religion","subject_id","order_cb","interviewer","language","subject_gender","subject_age","subject_ethnicity","subject_afford","subject_ses","subject_occupation_parent","subject_occupation","subject_education","subject_education_text","subject_urban_rural","subject_religion","subject_religion_parent","subject_religiosity","subject_church","subject_tongues1","subject_tongues2","spev_score","por_score"
"study 2","Vanuatu","general population",50932,2,"Jill Hinge","Bislama","Male",20,"Ni-Vanuatu",NA,NA,"Mom: Finance, Dad: Police","Self-employed","Other","Yr 11","Urban","Christian",NA,2,"SDA",NA,NA,0.3,0.625
"study 2","Vanuatu","general population",50933,2,"Jill Hinge","Bislama","Female",22,"Ni-Vanuatu",NA,NA,"Self-employed","Self-employed","Other","Year 10","Rural","Christian",NA,2,"Presbyterian",NA,NA,0.1,0.375
"study 2","Vanuatu","general population",50934,2,"Jill Hinge","Bislama","Female",20,"Ni-Vanuatu",NA,NA,"Mom: Housewife, Dad: Employed","Self-employed","Other","Year 9","Urban","Christian",NA,2,"SDA",NA,NA,0.1,0.78125
"study 2","Vanuatu","general population",50935,1,"Polinda Lango","Bislama","Male",58,"Ni-Vanuatu",0,0,"Dad: dead","Gardener, Construction, Cleaner etc.","Other","Class 6","Urban","Christian",NA,2,"Anglican Church",0,0,0.3,0.9375
"study 2","Vanuatu","general population",50940,1,"Polinda Lango","Bislama","Male",26,"Nio-Vanuatu",1,0,"Mom: Look after the family brothers, Dad: MP","Teacher","Some college",NA,"Rural","Christian",NA,0,"Church of Christ",1,1,0.45,0.75
"study 2","Vanuatu","general population",50941,1,"Polinda Lango","Bislama","Male",31,"Ni-Vanuatu",1,-1,"Parents - Retired","Teacher","Bachelors degree",NA,"Urban","Christian",NA,0,"Anglican",1,1,0.368421052631579,0.6875
"study 2","Vanuatu","general population",50943,1,"Polinda Lango","Bislama","Female",39,"Ni-Vanuatu",0,0,"Parents - stay at home","Teacher","Some college",NA,"Rural","Christian",NA,1,"Presbyterian",0,0,0.1,0.625
"study 2","Vanuatu","general population",50944,1,"Polinda Lango","Bislama","Female",32,"Ni-Vanuatu",1,0,"Mom: Customs officer, Dad: Business","Teacher","Some college",NA,"Urban","Christian",NA,2,"Church of Christ",1,1,0.4,0.875
"study 2","Vanuatu","general population",50945,1,"Polinda Lango","Bislama","Male",28,"Ni-Vanuatu",1,-1,"Mom: Teacher, Dad: Construction","Teacher (IT trainer)","Bachelors degree",NA,"Urban","Christian",NA,1,"Israel United in Christ",1,1,0.25,0.875
"study 2","Vanuatu","general population",50946,1,"Polinda Lango","Bislama","Female",43,"Ni-Vanuatu",0,1,"Mom: housewife, Dad: carpenter","Teacher","Other","Yr 10","Urban","Christian",NA,2,"SDA",0,0,0.45,0.8125
"study 2","Vanuatu","general population",50947,1,"Polinda Lango","Bislama","Female",35,"Ni-Vanuatu",1,0,"Mom: Lending officer, Dad: Farmer","Teacher (Trainer)","Other","Year 12","Urban","Christian",NA,2,"Grace Baptist",1,1,0.35,0.5625
"study 2","Vanuatu","general population",50948,1,"Polinda Lango","Bislama","Male",52,"Ni-Vanuatu",NA,-1,"Mom: Housewife, Dad: Teacher","Teacher","Other","Year 10","Rural","Christian",NA,2,"Church of Christ",NA,NA,0.3,0.78125
"study 2","Vanuatu","general population",50949,1,"Polinda Lango","Bislama","Male",54,"Ni-Van",0,-1,"Parent - in the islands","Teacher","Other","Yr 10","Rural","Christian",NA,2,"Catholic",0,0,0.45,0.8125
"study 2","Vanuatu","general population",50951,1,"Polinda Lango","Bislama","Male",56,"Ni-Vanuatu",1,0,"Dead","Teacher","Other","College Year 13 Diploma","Urban","Christian",NA,2,"Seventh Day Adventist",1,1,0.5,0.59375
"study 2","Vanuatu","general population",50952,1,"Polinda Lango","Bislama","Male",51,"Ni-Vanuatu",0,0,"Mom: Gardener, Dad: Gardener","Carpenter","Other","Year 10","Urban","Christian",NA,2,"Anglican",0,0,0.25,0.9375
"study 2","Vanuatu","general population",50956,1,"Polinda Lango","Bislama","Male",27,"Ni-Vanuatu",1,0,"Mom: Housegirl, Dad: Hotel","RSC","Other","Class 6","Rural","Christian",NA,2,"Presbyterian",1,1,0.55,0.9375
"study 2","Vanuatu","general population",50958,1,"Polinda Lango","Bislama","Male",40,"Ni-Vanuatu",1,0,"Sale of 20VT","RSC","Other","Class 6","Urban","Christian",NA,1,"SDA",1,1,0.4,0.875
"study 2","Vanuatu","general population",50959,1,"Polinda Lango","Bislama","Female",35,"Ni-Vanuatu",1,0,"Mom: Housewife, Dad: Government","Housewife","Other","Year 7","Urban","Christian",NA,1,"Anglican",1,1,0.55,1
"study 2","Vanuatu","general population",50960,2,"Jill Hinge","Bislama","Male",26,"Ni-Vanuatu",NA,NA,"Cleaner/Gardener","Unemployed","Other","Yr 10","Rural","Christian",NA,2,"Presbyterian",NA,NA,0.05,0.15
"study 2","Vanuatu","general population",50962,2,"Jill Hinge","Bislama","Female",25,"Ni-Vanuatu",NA,NA,"Farmer","Self-employed","Other","Year 10","Rural","Christian",NA,2,"Jehova",NA,NA,0.15,0.4375
"study 2","Vanuatu","general population",50963,2,"Jill Hinge","Bislama","Female",22,"Ni-Vanuatu",NA,NA,"Gardener","Nursing trainee","Other","Year 13","Rural","Christian",NA,1,"Anglican",NA,NA,0.25,0.65625
"study 2","Vanuatu","general population",50965,2,"Jill Hinge","Bislama","Male",20,"Ni-Vanuatu",NA,NA,"sales manager","Self-employed","Other","Yr 12","Urban","Christian",NA,1,"Malasitabu, Presbyterian",NA,NA,0.4,0.65625
"study 2","Vanuatu","general population",50966,2,"Jill Hinge","Bislama","Female",37,"Ni-Vanuatu",1,0,"Accountant","Tija","Other","Year 13","Rural","Christian",NA,1,"SDA",1,1,0.15,0.3125
"study 2","Vanuatu","general population",50967,2,"Jill Hinge","Bislama","Female",32,"Ni-Vanuatu",NA,NA,"Farmer","housewife","Other","Year 10","Rural","Christian",NA,1,"Church of Christ",NA,NA,0.05,0.59375
"study 2","Vanuatu","general population",50968,2,"Jill Hinge","Bislama","Female",24,"Ni-Vanuatu",NA,NA,"Mom: housewife, Dad: pharmacist","unemployed","Other","Yr 12","Rural","Christian",NA,2,"Anglican",NA,NA,0.35,0.90625
"study 2","Vanuatu","general population",50969,2,"Jill Hinge","Bislama","Female",40,"Ni-Vanuatu",1,0,"Farmer","Tija","Other","Yr 13","Rural","Christian",NA,2,"Presbyterian",1,1,0.3,0.53125
"study 2","Vanuatu","general population",50970,2,"Jill Hinge","Bislama","Male",21,"Ni-Vanuatu",NA,NA,"Farmer","Self-employed","Other","Year 12","Rural","Christian",NA,2,"SDA_Epauto",NA,NA,0.05,0.1875
"study 2","Vanuatu","general population",50971,2,"Jill Hinge","Bislama","Male",20,"Ni-Vanuatu",NA,NA,"Dad: Auditor, Mom: Manager","Unemployed","Other","Year 13","Urban","Christian",NA,2,"SDA",NA,NA,0.35,0.4375
"study 2","Vanuatu","general population",50972,2,"Jill Hinge","Bislama","Male",22,"Ni-Vanuatu",NA,NA,"Mom: housewife, Dad: Custom/officer","Self-employed","Other","Yr 13","Urban","Christian",NA,2,"Presbyterian",NA,NA,0.2,0.75
"study 2","Vanuatu","general population",50973,2,"Jill Hinge","Bislama","Male",24,"Ni-Vanuatu",1,0,"Mom: lands dept., Dad: VMF","Electrician","Other","Yr 12","Urban","Christian",NA,2,"Presbyterian",1,1,0.5,0.875
"study 2","Vanuatu","general population",50974,1,"Polinda Lango","Bislama","Female",51,"Ni-Vanuatu",1,0,"Mom: Housewife, Dad: Teacher / Chief","Finance, Acting","Other","Year 9","Rural","Christian",NA,2,"Anglican",1,1,0.6,0.875
"study 2","Vanuatu","general population",50975,1,"Polinda Lango","Bislama","Male",34,"Ni-Vanuatu",0,0,"Mom: Chef, Dad: Deceased","Government","Other","Yr 12","Urban","Christian",NA,2,"Presbyterian",0,0,0.5,0.8125
"study 2","Vanuatu","general population",50976,1,"Polinda Lango","Bislama","Female",39,"Ni-Vanuatu",0,0,"Parents - deceased","Women Scheme","Other","Yr 10","Urban","Christian",NA,2,"SDA",0,0,0.6,0.875
"study 2","Vanuatu","general population",50977,1,"Polinda Lango","Bislama","Female",52,"Ni-Vanuatu",0,0,"Farmers","Cleaner","Other","Year 7","Rural","Christian",NA,2,"Presbyterian church",0,0,0.263157894736842,0.40625
"study 2","Vanuatu","general population",50978,1,"Polinda Lango","Bislama","Female",40,"Ni-Vanuatu",NA,0,"Farmers","Cleaning","Other","Year 12","Rural","Christian",NA,0,"Presbyterian",NA,NA,0.3,0.8125
"study 2","Vanuatu","general population",50980,1,"Polinda Lango","Bislama","Female",42,"Ni-Vanuatu",0,0,"Mom: housewife, Dad: carpenter","Cleaner","Other","Yr 10","Urban","Christian",NA,0,"New Methodist Christian Fellowship",0,0,0.368421052631579,0.75
"study 2","Vanuatu","general population",50981,1,"Polinda Lango","Bislama","Male",34,"Ni-Vanuatu",0,0,"Mom: Nurse, Dad: At house","Sales person","Other","Year 7","Urban","Christian",NA,1,"Catholic",0,0,0.3,1
"study 2","Vanuatu","general population",50982,1,"Polinda Lango","Bislama","Male",28,"Ni-Vanuatu",1,-1,"Both stay at home","Sales person","Other","Year 13","Rural","Christian",NA,2,"Mormon (LDS)",1,1,0.6,0.875
"study 2","Vanuatu","general population",50983,1,"Polinda Lango","Bislama","Male",49,"Ni-Vanuatu",1,0,"Mom: deceased, Dad: Fisherman","Police (VMF)","Other","Yr 12","Rural","Christian",NA,2,"SDA",1,1,0.75,0.9375
"study 2","Vanuatu","general population",50985,1,"Polinda Lango","Bislama","Male",35,"Ni-Vanuatu",1,0,"Mom: Farmer, Dad: Farmer","Teacher, Facilitator","Some college",NA,"Rural","Christian",NA,2,"SDA",1,1,0.65,1
"study 2","Vanuatu","general population",50986,1,"Polinda Lango","Bislama","Male",20,"Ni-Vanuatu",1,-1,"Deceased","Maintenance","Other","Year 10","Rural","Christian",NA,1,"Catholic",1,1,0.45,0.5
"study 2","Vanuatu","general population",50987,1,"Polinda Lango","Bislama","Male",53,"Ni-Vanuatu",1,0,"Mom: Farmer","Teacher","Other","Yr 7","Rural","Christian",NA,1,"Catholic",1,1,0.45,0.75
"study 2","Vanuatu","general population",50988,1,"Polinda Lango","Bislama","Male",32,"Ni-Vanuatu",1,0,"Retired","Public Servant (Government)","Bachelors degree",NA,"Urban","Christian",NA,-1,"Anglican",1,1,0.131578947368421,0.6875
"study 2","Vanuatu","general population",50992,1,"Polinda Lango","Bislama","Male",32,"Ni-Vanuatu",0,-1,"Mom: housekeeping","Wan Smol Bag (Costume Department)","Other","Yr 11","Urban","Christian",NA,0,"Presbyterian",0,0,0.45,1
"study 2","Vanuatu","general population",50993,1,"Polinda Lango","Bislama","Male",51,"Ni-Vanuatu",0,0,"Dad: Chef","Actor (WSB)","Other","Year 13","Rural","Christian",NA,1,"Presbyterian",0,0,0.75,1
"study 2","Vanuatu","general population",50994,1,"Polinda","Bislama","Female",30,"Ni-Vanuatu",0,0,"Mom: accountant, Dad: manager","Office assistant","Other","Yr 13","Urban","Christian",NA,2,"Presbyterian",0,0,0.35,0.875
"study 2","Vanuatu","general population",50995,1,"Polinda Lango","Bislama","Male",46,"Ni-Vanuatu",1,0,"Deceased","Teacher","Bachelors degree",NA,"Rural","Christian",NA,1,"Church of Christ",1,1,0.25,0.46875
"study 2","Vanuatu","general population",50996,1,"Polinda Lango","Bislama","Male",35,"Ni-Vanuatu",1,0,"Gardener","USP","Some college",NA,"Rural","Christian",NA,2,"Anglican",1,1,0.1,0.6875
"study 2","Vanuatu","charismatic",50802,1,"Polinda Lango","Bislama","Female",44,"Ni-Vanuatu",0,-1,"Gardener","Housewife, gardener","Other","Grade 8","Rural","Christian",NA,2,"New Covenant",0,0,0.95,0.875
"study 2","Vanuatu","charismatic",50804,1,"Polinda Lango","Bislama","Female",62,"Ni-Vanuatu",0,-2,"Plantation owner","Housewife","Other","Class 6","Rural","Christian",NA,2,"Apostolic Pentecostal Church",0,0,0.55,0.875
"study 2","Vanuatu","charismatic",50810,1,"Polinda Lango","Bislama","Female",46,"Ni-Vanuatu",0,-1,"Dad: security","Cook VIT","Other","Yr 10, APTC","Urban","Christian",NA,2,"Kalpapen Faith",0,0,0.5,0.875
"study 2","Vanuatu","charismatic",50815,1,"Polinda Lango","Bislama","Female",51,"Ni-Vanuatu",1,0,"Mom: sick, Dad: dead","Pray and look after children","Other","Class 6","Rural","Christian",NA,2,"Salvation Army",1,1,0.6,0.75
"study 2","Vanuatu","charismatic",50817,1,"Polinda Lango","Bislama","Female",26,"Ni-Vanuatu",0,-1,"Dad: Gardener, Mom: Dead","Housewife","Other","Year 10","Rural","Christian",NA,0,"Apostolic",0,0,0.15,0.625
"study 2","Vanuatu","charismatic",50818,1,"Polinda Lango","Bislama","Male",32,"Ni-Vanuatu",0,0,"Mom: Nurse, Dad: Driver","Sports officer","Other","Yr 12","Urban","Christian",NA,2,"Moraia Kingdom Center",0,0,0.7,0.9375
"study 2","Vanuatu","charismatic",50824,1,"Polinda Lango","Bislama","Female",29,"Ni-Vanuatu",1,0,"Mom: pharmacy, Dad: musician","Housewife",NA,NA,"Rural","Christian",NA,1,"NTM",1,1,0.8,0.71875
"study 2","Vanuatu","charismatic",50826,1,"Polinda Lango","Bislama","Male",31,"Ni-Vanuatu",1,-1,"Mom: housewife, Dad: plumber","Supervisor at a Restaurant","Other","Class 6","Urban","Christian",NA,2,"Bible Church",1,1,0.5,0.9375
"study 2","Vanuatu","charismatic",50827,1,"Polinda Lango","Bislama","Female",30,"Ni-Vanuatu",0,0,"Mom: housewife, Dad: teacher","Fiance at the airport","Other","Year 13","Rural","Christian",NA,2,"Bible Church",0,0,0.35,0.75
"study 2","Vanuatu","charismatic",50828,1,"Polinda Lango","Bislama","Female",66,"Ni-Vanuatu",0,0,"Gardeners","Stay at home","Other","Yr 7","Rural","Christian",NA,2,"Bible Church",0,0,0.65,0.96875
"study 2","Vanuatu","charismatic",50829,1,"Polinda Lango","Bislama","Female",29,"Ni-Vanuatu",0,0,"Mom: Housegirl, Dad: Tusker","Housekeeper","Other","Class 6","Urban","Christian",NA,1,"Bible Church",0,0,0.2,0.6875
"study 2","Vanuatu","charismatic",50830,1,"Polinda Lango","Bislama","Female",54,"Ni-Vanuatu",0,-1,"Dead","Housewife","Other","Year 7","Rural","Christian",NA,2,"Bible Church",0,0,0.65,0.9375
"study 2","Vanuatu","charismatic",50831,1,"Polinda Lango","Bislama","Male",58,"Ni-Vanuatu",0,-1,"Housekeeper/Island","Builder","Other","Yr 7","Urban","Christian",NA,2,"Bible Church",0,0,0.65,1
"study 2","Vanuatu","charismatic",50839,1,"Polinda Lango","Bislama","Female",61,"Ni-Vanuatu",0,-1,"Mom: sewing, Dad: Carpenter","Sewing",NA,NA,"Rural","Christian",NA,2,"Pentecostal",0,0,0.45,0.8125
"study 2","Vanuatu","charismatic",50840,1,"Polinda Lango","Bislama","Female",31,"Ni-Vanuatu",1,0,"Mom: housewife, Dad: Police","Sewing","Other","Yr 7","Rural","Christian",NA,2,"Glorious church",1,1,0.4,0.6875
"study 2","Vanuatu","charismatic",50844,2,"Jill Hinge","Bislama","Female",54,"Ni-Vanuatu",1,0,"Gardener","Nurse","Bachelors degree",NA,"Rural","Christian",NA,2,"The Entire Message",1,1,0.7,0.9375
"study 2","Vanuatu","charismatic",50852,2,"Jill Hinge","Bislama","Male",28,"Ni-Van",1,0,"carpenter/builder/housekeeper","pool attendant","Other","Yr 11","Urban","Christian",NA,2,"NTM",1,1,0.45,0.666666666666667
"study 2","Vanuatu","charismatic",50863,2,"Jill Hinge","Bislama","Female",30,"Ni-Vanuatu",1,NA,"gardener/unemployed","unemployed","Other","Yr 7","Rural","Christian",NA,1,"Words Christian fellowship",1,1,0.15,0.6875
"study 2","Vanuatu","charismatic",50869,2,"Jill Hinge","Bislama","Male",25,"Ni-Vanuatu",0,-1,"Mom: Secretary, Dad: Promedical Rescue","Accounts clerk","Some college",NA,"Urban","Christian",NA,2,"AOG",0,0,0.55,0.78125
"study 2","Vanuatu","charismatic",50876,1,"Polinda Lango","Bislama","Male",20,"Ni-Vanuatu",1,0,"Mom: Teacher, Dad: RSC","Practical Construction","Other","Year 12","Rural","Christian",NA,2,"Apostolic Life Ministry",1,1,0.5,0.71875
"study 2","Vanuatu","charismatic",50877,1,"Polinda Lango","Bislama","Female",20,"Ni-Vanuatu",0,0,"Mom: housewife, Dad: does some work","Stays at home","Other","Year 12","Rural","Christian",NA,2,"Apostolic Life Ministry",0,0,0.5,0.9375
"study 2","Vanuatu","charismatic",50878,1,"Polinda Lango","Bislama","Female",41,"Ni-Vanuatu",1,NA,"Parents - retired","Administration","Other","Yr 12","Rural","Christian",NA,2,"Presbyterian/Apostolic",1,1,0.45,0.866666666666667
"study 2","Vanuatu","charismatic",50879,1,"Polinda Lango","Bislama","Female",41,"Ni-Vanuatu",0,0,"Parents - Farmer","Teacher","Other","Yr 10","Rural","Christian",NA,2,"Ark Healing Ministry",0,0,0.65,1
"study 2","Vanuatu","charismatic",50880,1,"Polinda Lango","Bislama","Female",38,"Ni-Vanuatu",1,0,"Parents - Farmer","Teacher","Other","Year 13","Rural","Christian",NA,2,"AOG",1,1,0.55,0.90625
"study 2","Vanuatu","charismatic",50884,1,"Polinda Lango","Bislama","Male",25,"Ni-Vanuatu",0,0,"Parents-Hotel","Building Construction","Other","Year 12","Rural","Christian",NA,1,"Bible Church",0,0,0.15,0.6875
"study 2","Vanuatu","charismatic",50885,1,"Polinda Lango","Bislama","Female",25,"Ni-Vanuatu",0,-1,"Parents - Do not work","Housewife","Other","Year 7","Rural","Christian",NA,2,"Bible Church",0,0,0.2,0.625
"study 2","Vanuatu","charismatic",50886,1,"Polinda Lango","Bislama","Female",21,"Ni-Vanuatu",0,0,"Parents - at home","Housewife","Other","Yr 9","Rural","Christian",NA,2,"Bible Church",0,0,0.2,0.6875
"study 2","Vanuatu","charismatic",50887,1,"Polinda Lango","Bislama","Female",21,"Ni-Vanuatu",0,0,"Mom: Housewife, Dad: Resort","Housewife","Other","Class 6","Rural","Christian",NA,1,"Bible Church",0,0,0.15,0.4375
"study 2","Vanuatu","charismatic",50888,2,"Jill Hinge","Bislama","Male",21,"Ni-Vanuatu",NA,NA,"Mom: tourism, Dad: Chef","Community Service","Other","Yr 10","Rural","Christian",NA,2,"AoG",NA,NA,0.7,0.78125
"study 2","Vanuatu","charismatic",50889,2,"Jill Hinge","Bislama","Female",25,"Ni-Vanuatu",NA,NA,"Mom: MOE, Dad: Slipaway","Self-employed","Other","Year 10","Rural","Christian",NA,1,"AOG",NA,NA,0.05,0.3125
"study 2","Vanuatu","charismatic",50891,2,"Jill Hinge","Bislama","Male",20,"Ni-Vanuatu",NA,NA,"Mom: civil status, Dad: VFSC","self employed","Other","Yr 10","Urban","Christian",NA,1,"Pentecostal church",NA,NA,0.45,0.625
"study 2","Vanuatu","charismatic",50894,2,"Jill Hinge","Bislama","Male",40,"Ni-Vanuatu",0,NA,"Mom: Sales lady, Dad: Paramedic","Letageron / Hotel","Other","Year 10","Urban","Christian",NA,2,"Anglican / Apostolic",0,0,0.6,0.65625
"study 2","Vanuatu","charismatic",50907,2,"Jill Hinge","Bislama","Male",29,"Ni-Vanuatu",0,NA,"Mom: house wife, Dad: driver","Gardener","Other","Gardener","Urban","Christian",NA,1,"NTM",0,0,0.85,0.65625
"study 2","Vanuatu","charismatic",50908,2,"Jill Hinge","Bislama","Male",35,"Ni-Vanuatu",1,0,"self-employment","construction","Other","Yr 10","Urban","Christian",NA,2,"Apostolic",1,1,0.2,0.5625
"study 2","Vanuatu","charismatic",50915,2,"Jill Hinge","Bislama","Male",20,"Ni-Vanuatu",NA,NA,"Dad: deceased","Self-employed","Other","Yr 11","Urban","Christian",NA,2,"Momon church",NA,NA,0.3,0.53125
"study 2","Vanuatu","charismatic",50917,2,"Jill Hinge","Bislama","Male",38,"Ni-Vanuatu",1,0,"Farmer","Tija","Other","Diploma","Rural","Christian",NA,2,"Pentecostal Church",1,1,0.5,0.625
"study 2","Vanuatu","charismatic",50920,2,"Jill Hinge","Bislama","Female",22,"Ni-Vanuatu",NA,NA,"self-employed","self employed","Other","Yr 9","Rural","Christian",NA,1,"Praise and worship",NA,NA,0.05,0.3125
"study 2","Vanuatu","charismatic",50924,2,"Jill Hinge","Bislama","Female",22,"Ni-Vanuatu",NA,NA,"gardener","Self-employed","Other","Yr 10","Rural","Christian",NA,-1,"Apostolic",NA,NA,0.25,0.46875
"study 2","Vanuatu","charismatic",50926,2,"Jill Hinge","Bislama","Male",38,"Ni-Vanuatu",1,2,"Gardener","Correctional Service","Other","Year 11","Urban","Christian",NA,2,"Word Christian Fellowship",1,1,0.7,1
"study 2","Vanuatu","charismatic",50928,2,"Jill Hinge","Bislama","Female",21,"Ni-Vanuatu",NA,NA,"Farmer","self-employed","Other","Yr 11","Rural","Christian",NA,2,"Praise and Worship",NA,NA,0.4,0.733333333333333
"study 2","Vanuatu","charismatic",50936,1,"Polinda Lango","Bislama","Male",55,"Ni-Vanuatu",0,0,"Parents-farmers","Farmer","Other","Class 3","Rural","Christian",NA,2,"Bible Church",0,0,0.75,0.84375
"study 2","Vanuatu","charismatic",50937,1,"Polinda Lango","Bislama","Female",28,"Ni-Vanuatu",0,-1,"Parents - Home","Housewife","Other","Yr 12","Rural","Christian",NA,2,"Bible Church of Vanuatu",0,0,0.6,0.96875
"study 2","Vanuatu","charismatic",50938,1,"Polinda Lango","Bislama","Female",25,"Ni-Vanuatu",1,-1,"Parents - farmer","Housewife","Other","Yr 9","Rural","Christian",NA,2,"AoG",1,1,0.473684210526316,0.6875
"study 2","Vanuatu","charismatic",50939,1,"Polinda Lango","Bislama","Female",46,"Ni-Vanuatu",1,NA,"Mom: Housewife, Dad: Farmer","Book shop manager USP","Other","Year 12","Rural","Christian",NA,2,"United Pentecostal",1,1,0.4,0.375
